order_id,trade_id,account_id,security_id,side,quantity,price,execution_time,fee,commission
544ee8aa-9a4d-432f-88c3-71718e9c2959,900eee37-1594-45e8-a3bd-e95c268a8025,ACC-91399839,AVGO,BUY_TO_COVER,6528,900.39,2025-07-22 13:51:17.025,65.28,130.56
c976df06-e0af-4808-838c-1aa2c9e877c8,edc67eab-7fb9-4ebc-aa08-3e000718ff2d,ACC-93264148,AAPL,BUY,2643,107.74,2025-07-22 21:58:19.025,26.43,52.86
945f77d6-996b-4874-9930-b3d7b62f8aaa,22321971-5163-4ab8-9634-12284b7df563,ACC-13846536,TSLA,SELL,6558,695.1,2025-07-22 02:14:16.025,65.58,131.16
7c760754-ebbf-4036-8144-03125ef840ed,3d82ac96-d88f-4698-b4a0-c1c30c7712d4,ACC-81152111,NKE,BUY_TO_COVER,794,545.42,2025-07-22 06:17:08.025,7.94,15.88
6bf2f3fc-eeeb-43c4-913c-4864e41ea289,a1fb8871-7c7a-44ef-b6c5-66d594666af1,ACC-64626781,ADBE,SELL_SHORT,196,92.54,2025-07-22 19:54:12.025,1.96,3.92
13bddcba-7260-4bea-9bc9-6da67b332e36,e72d5e02-4e2f-4cfd-ae71-9efc7098ffd6,ACC-50846793,AMD,BUY_TO_COVER,3556,702.27,2025-07-22 06:34:23.025,35.56,71.12
f7c9d98f-f3b3-47b5-b588-9842414c71f9,b0487db5-18f9-4ebf-a28b-9be034254557,ACC-22507034,AMD,SELL,8164,858.04,2025-07-22 03:34:29.025,81.64,163.28
578e443d-4b46-426b-bde7-627a9b29af84,27e1464d-3250-4b00-8c44-e6c990bdcc9a,ACC-72509916,META,SELL_SHORT,916,747.74,2025-07-22 13:32:56.025,9.16,18.32
199d68a4-202b-4d26-918d-c9691a0bf1df,8b737462-cc57-4aca-9086-da44fab1af92,ACC-82216646,NVDA,BUY_TO_COVER,7959,667.65,2025-07-22 11:19:23.025,79.59,159.18
60b77d88-a715-4f13-b40e-eb9a07ce4439,5740e487-9f7e-4fd5-9678-41a2e1c58aca,ACC-19634065,UNH,SELL_SHORT,323,28.51,2025-07-22 14:21:45.025,3.23,6.46
09a123ba-7179-4da4-923f-50774afc1c13,ab2dff72-cf8c-4f5a-ae49-6af4818ea444,ACC-74913037,V,BUY,739,437.59,2025-07-22 04:15:21.025,7.390000000000001,14.780000000000001
05a72fdc-9dce-481d-9ac0-2bdb5bd23ebd,c0f78505-7435-431a-9467-15e118c89182,ACC-88031411,PG,SELL_SHORT,782,395.79,2025-07-22 04:52:12.025,7.82,15.64
69b8de3b-6e28-4dd6-89e9-ad7f12a6293a,32d1301e-26c5-47dd-aba2-136a24113f6a,ACC-11420302,PEP,BUY,5145,801.19,2025-07-22 06:23:17.025,51.45,102.9
ba1657dd-5146-482a-92c8-98299e131d2c,7347f0db-e070-4d55-b58f-2e6365093895,ACC-39741412,JNJ,BUY_TO_COVER,705,933.95,2025-07-22 17:52:44.025,7.05,14.1
e25a948a-c437-44ba-96b7-1f16dd5fe607,0cfbae23-0427-43ac-b37e-7afbfb3e8fac,ACC-07833506,ABT,SELL_SHORT,7994,889.2,2025-07-22 01:46:49.025,79.94,159.88
0f5b26c3-f61c-4304-a06b-594cc67136bb,fa3a4f4e-c633-4c04-b2bd-1c90a1594f53,ACC-73462356,GOOGL,BUY,7852,447.51,2025-07-22 07:36:40.025,78.52,157.04
37022a4f-ab64-4856-b870-f642f94db19e,875da4db-3aad-48f5-aade-69c650379fb4,ACC-31602283,UNH,SELL_SHORT,515,546.11,2025-07-22 05:49:32.025,5.15,10.3
28427b6f-1314-46d1-a727-1a84990291f3,2c6bd24b-2dd7-4677-999a-4a3a823795e0,ACC-62801863,TXN,SELL,464,843.69,2025-07-22 10:39:24.025,4.64,9.28
958ceb03-7dff-4bf5-845c-7d98c4074847,05a6040a-7932-49db-9ea8-5ec11bdda649,ACC-38235400,AMZN,SELL_SHORT,7401,178.69,2025-07-22 22:21:50.025,74.01,148.02
e33b42a4-0bed-47dc-9afd-15e11f4f1505,bde4bf13-5688-47f0-9ad8-8e5a7c7f52ae,ACC-51515268,TMO,BUY_TO_COVER,530,418.75,2025-07-22 21:37:02.025,5.3,10.6
e3841fe6-7c74-45a9-8c8a-a7c4a462785a,0966f07e-5c36-449e-8280-b8e18214a8fc,ACC-44657903,AAPL,BUY_TO_COVER,376,597.74,2025-07-22 14:12:50.025,3.7600000000000002,7.5200000000000005
b61e892c-f0c5-4964-8ac3-9e9b31aace5c,fc21b69f-25f3-45fd-be93-22b63ca0b23f,ACC-93480600,PEP,BUY,911,338.64,2025-07-22 08:18:39.025,9.11,18.22
bda6cb81-7616-4cd2-a013-7e429f7a5e7e,78e86ae4-0aa1-4959-bb3d-5d3552faa8c3,ACC-42611192,UNH,BUY_TO_COVER,581,441.2,2025-07-22 09:17:30.025,5.8100000000000005,11.620000000000001
871bf81c-c0d7-4d16-b865-68c35a224786,c8da736d-771d-4b7e-88c2-8998f50e271e,ACC-09469893,MSFT,SELL,304,311.3,2025-07-22 13:31:09.025,3.04,6.08
2d49cafc-9285-46a5-b024-5c86bfaaea4c,42e4df8b-9f11-4e00-82b1-59310a7d1560,ACC-14773443,KO,SELL,23,431.31,2025-07-22 11:22:09.025,0.23,0.46
ef037c17-4adb-4a8f-b8ff-7ee6a6f9c1ae,e01a62ab-2ceb-45ac-9319-243b6cbd378d,ACC-16422650,KO,BUY_TO_COVER,488,727.2,2025-07-22 01:27:23.025,4.88,9.76
7d3a2491-ce84-45ef-a55b-06f89acb1eb1,982b002c-8646-47a1-871e-85a10ae0f49e,ACC-76644392,KO,BUY,8663,760.64,2025-07-22 16:56:17.025,86.63,173.26
98a7528c-df37-44f0-a69f-da0e97754ab4,7f1df81c-4861-4a3c-9e22-e0193b464ed8,ACC-08119886,AMD,SELL,841,581.54,2025-07-22 17:53:41.025,8.41,16.82
e4d2a3e7-aa78-4eea-8dc8-68fe19aa0035,a547635e-7512-4435-8df8-74978a1f541d,ACC-07055768,AAPL,BUY,396,322.14,2025-07-22 08:25:11.025,3.96,7.92
726ba086-4bd3-4a9b-b34d-8948345a86a5,67470eeb-fe4c-444a-a6bb-59927cc18fb0,ACC-80156206,META,BUY_TO_COVER,802,237.65,2025-07-22 08:24:45.025,8.02,16.04
eed0f493-871a-4b83-8e00-2e550d4ce66e,0ac77c72-022c-4cb4-b167-877041794747,ACC-46288417,NVDA,BUY,168,713.63,2025-07-22 21:33:36.025,1.68,3.36
bc7f4d14-9c98-4c2a-8006-b54a6d3725cd,a3d7c34f-0e7f-42df-ab27-3f1d2e3810a8,ACC-94460567,CSCO,SELL_SHORT,445,694.01,2025-07-22 05:28:24.025,4.45,8.9
8cb65acc-c4cf-479c-ab78-20d682f787dd,50133ab3-6c84-449e-be11-afa5608649af,ACC-49292311,AMD,BUY,249,943.55,2025-07-22 19:24:32.025,2.49,4.98
e1c6088b-26d0-433f-9dc1-01aa149885a3,a6570027-47c3-47ff-a899-c1606041da91,ACC-07269740,ACN,SELL_SHORT,739,633.81,2025-07-22 07:27:18.025,7.390000000000001,14.780000000000001
54fa6268-e062-4e21-999a-32c8d28865d6,a1ce6358-6371-4e07-963e-d4d2ca166ac6,ACC-01147693,MA,BUY,327,427.44,2025-07-22 21:49:34.025,3.27,6.54
8f3006fb-3cc1-45ee-a8d2-ba0ec69a4070,6804d68e-e613-4582-b990-98ad8736bd17,ACC-71316383,MSFT,SELL_SHORT,4549,164.16,2025-07-22 11:49:51.025,45.49,90.98
bf0238ca-284f-4147-b4ed-b84b0c94e36b,5adf8260-8df8-4da1-b34c-2980cc059baf,ACC-06292826,ABT,SELL_SHORT,986,849.84,2025-07-22 11:19:40.025,9.86,19.72
b9dbc834-f649-4cc7-91d7-d8b1f21ffd45,d509d8be-8bd7-4368-a02b-4f449e942a66,ACC-12162670,XOM,BUY,893,646.04,2025-07-22 13:40:56.025,8.93,17.86
c46f602b-d0ff-420f-b1e8-9336b5e81545,26b0faff-c3b0-42d1-8ea3-9c87e34e8d35,ACC-72998362,AVGO,SELL_SHORT,76,478.08,2025-07-22 08:09:47.025,0.76,1.52
a351576a-f4be-4d3b-9796-f35235f59920,bfa64188-b227-4132-865a-5b558ad300de,ACC-08789314,DHR,BUY,799,192.85,2025-07-22 16:53:46.025,7.99,15.98
17d986cb-5f5d-4e47-a8db-a7b6a03602e9,d0acbb9f-62b7-487a-9018-a12dbf0cc81f,ACC-19757995,ACN,SELL_SHORT,268,185.57,2025-07-22 07:56:01.025,2.68,5.36
571e133b-94d1-4f07-b6d9-7f01058d69bc,f1c0193d-2cdb-4d85-adeb-7ce5daec56cd,ACC-38173663,NKE,BUY,5637,479.9,2025-07-22 16:49:54.025,56.370000000000005,112.74000000000001
25775529-4d2d-44e9-ac99-4d670196707e,bff54d68-55b5-467a-b42a-e983654b85c7,ACC-85249271,MA,SELL_SHORT,9586,415.51,2025-07-22 01:53:07.025,95.86,191.72
a88e45aa-25ea-4b27-b8dc-90fee2ab52ae,daad10ad-c15c-4f7f-99f1-c63383a175d8,ACC-10374161,ABBV,BUY,910,771.26,2025-07-22 02:37:32.025,9.1,18.2
7bf49303-6d6b-41e2-8fdf-7559509950ed,630f7e8f-5057-4919-b5bb-d6b41aff7092,ACC-03876299,AAPL,BUY_TO_COVER,349,508.67,2025-07-22 05:38:35.025,3.49,6.98
84b40e17-7358-4a69-a0f1-1feb204085c7,f3896ce9-10a8-416c-a274-e555677cf235,ACC-38173663,BAC,BUY,607,449.49,2025-07-21 23:22:32.025,6.07,12.14
a5a8d0ec-8164-4e68-8533-b120843b1bf0,2fa77286-9f20-4f6f-8109-aaec53d30ba9,ACC-29838909,TSLA,SELL,294,548.96,2025-07-22 03:38:20.025,2.94,5.88
3036e000-79a3-4688-81d8-a83814a65689,43766db5-ad5a-4231-9b4f-4afd2309167f,ACC-50903355,BAC,SELL_SHORT,386,934.77,2025-07-22 09:25:05.025,3.86,7.72
f2012934-f523-452e-b7bf-f8fdaf0f9c45,16eb4423-6e7a-4b28-be65-7e3d3a77f869,ACC-57549476,ADBE,SELL,75,957.35,2025-07-22 07:00:46.025,0.75,1.5
4428265d-8005-4dc5-8740-3e26ad047353,9f76050c-cdaa-4614-8d0e-e0ba87c0c9d0,ACC-18108421,TMO,BUY_TO_COVER,704,190.57,2025-07-22 06:30:32.025,7.04,14.08
0ad9a90a-657f-4a76-8852-2d5840b90fae,ecc39c89-5933-4fbb-aecd-3a66855310ea,ACC-83836432,ABT,SELL_SHORT,8667,169.06,2025-07-22 06:24:56.026,86.67,173.34
3f585444-954c-4611-aceb-c82f375c7188,f66f46ea-8c07-47ce-9811-6f5cdf4203e4,ACC-79453993,TMO,BUY_TO_COVER,1110,425.7,2025-07-22 16:59:21.026,11.1,22.2
c97966fc-b287-4cf2-8ad6-1746016c7c3b,a592f787-2523-45b8-9319-a8e206b158ea,ACC-19261849,AVGO,SELL_SHORT,8847,472.14,2025-07-22 02:08:48.026,88.47,176.94
b6302055-81c6-4374-a844-02bbbf4ca33e,e29a6348-56df-4192-b20f-170bdb565fec,ACC-92629798,LLY,SELL,490,557.13,2025-07-22 07:35:14.026,4.9,9.8
7f0208f1-a0b1-4df2-8923-db91947c8dae,6bc93691-3052-4c57-885f-4d3b9a4a954a,ACC-00124741,CVX,SELL,308,923.09,2025-07-22 06:39:40.026,3.08,6.16
4bee6e95-24fc-4beb-914c-7b75feeec168,0e932100-e232-4750-a777-565959accb2b,ACC-41655256,NVDA,SELL_SHORT,19,232.76,2025-07-22 00:03:57.026,0.19,0.38
513d7495-3288-4e80-9ecd-b6b5eecb2d46,28516b16-fbf0-4d51-acd3-cfff91628058,ACC-73001423,KO,BUY_TO_COVER,409,83.66,2025-07-22 13:16:21.026,4.09,8.18
b25f89cf-380c-4540-945a-02a00d4a33a9,3c6bc236-e401-4883-96f0-af9f40a522f7,ACC-37354906,HD,SELL,788,208.27,2025-07-21 23:45:30.026,7.88,15.76
c3a28e96-283a-45e7-9b29-dfb60d7831d5,bb8bf174-59d9-4d51-bbae-2b309f90caaf,ACC-20125714,UNH,BUY_TO_COVER,38,945.35,2025-07-22 09:41:24.026,0.38,0.76
30ab5bf7-c5bd-4552-9ae2-d12b48f29fcb,0e2ac6a3-3d7b-41e5-a6dc-1e2c2d8d51be,ACC-98171454,PG,SELL_SHORT,4233,733.06,2025-07-22 09:52:18.026,42.33,84.66
ea6bfac9-dbfc-49a0-af67-bd9e69f42f4d,a4525085-9e6a-4f68-bfa3-b3479d8ea0e6,ACC-80300698,WMT,SELL_SHORT,447,434.35,2025-07-22 16:06:27.026,4.47,8.94
29223b2d-c6c6-4df9-89ea-580b9dc8a1c7,6190ff0b-c9c1-43b5-b9cb-43fc65ec1abe,ACC-53024312,PG,SELL_SHORT,938,765.29,2025-07-22 18:54:48.026,9.38,18.76
9bc738f6-9876-4d3a-a0c0-04b931ef8053,72d91745-a799-4348-b421-ba38a781202e,ACC-25023020,KO,SELL_SHORT,5241,274.75,2025-07-22 04:57:03.026,52.410000000000004,104.82000000000001
fed69e09-d2b9-44bb-b59b-cc49ab321f06,e85a73a3-f95e-4c60-a2f9-229b9a1aa29c,ACC-68586176,META,BUY_TO_COVER,912,846.15,2025-07-22 13:56:15.026,9.120000000000001,18.240000000000002
5c1a4f9f-6c3f-4913-b8b9-e75d6c3c7ae7,033740c7-4b51-4e6e-b533-38a3cf37ed01,ACC-64739424,AMZN,BUY_TO_COVER,970,61.7,2025-07-22 19:21:44.026,9.700000000000001,19.400000000000002
23323065-8570-4a06-ada8-b3df9e7df87e,e80d5124-ebaf-41a4-9094-3b9c00a1c3e5,ACC-80499820,TMO,SELL_SHORT,613,153.38,2025-07-22 12:02:18.026,6.13,12.26
84c8bf14-6c00-4a60-80e3-c29d7c9da591,77a4eb5b-abde-4946-bfb1-28a4f22f693a,ACC-44170213,XOM,SELL_SHORT,549,762.68,2025-07-22 14:18:54.026,5.49,10.98
7ab6f3d5-8cda-46d2-82ba-c3b91175610e,02d71cad-cf76-401c-ae9f-656f2099a709,ACC-74637886,GOOGL,SELL_SHORT,2215,107.08,2025-07-22 06:28:04.026,22.150000000000002,44.300000000000004
67114ec6-556d-4b40-961d-3292a9584d3a,66804821-113c-40a1-a3fe-e8a77e240253,ACC-17362634,HD,SELL,472,829.2,2025-07-22 05:25:57.026,4.72,9.44
26a58334-ae1a-40d9-a34d-f8015af7c6c2,2e36ec8a-a666-4ab9-aba0-fa0bcc226653,ACC-91399839,LLY,BUY_TO_COVER,59,759.03,2025-07-22 09:36:00.026,0.59,1.18
1df7aa53-a804-42db-b236-ab09ce5f3b61,c086f932-0d01-4c28-934c-d4e0f8f9d2e4,ACC-08069527,NVDA,BUY,879,29.12,2025-07-22 11:10:37.026,8.790000000000001,17.580000000000002
513532e1-296c-4e4b-855a-c25a197a196c,91baebb3-efd2-4d41-a84d-c63e159add76,ACC-69354519,MSFT,BUY_TO_COVER,703,403.05,2025-07-22 04:52:42.026,7.03,14.06
269aea1c-5b7c-4813-b5ad-27d608dd4e2d,02d1adc6-abfc-4daa-8da7-a6e48319fe4a,ACC-74786487,HD,SELL,319,292.79,2025-07-22 10:52:45.026,3.19,6.38
341fc448-d4f4-4c94-8126-9925fe2626d8,a60ce216-40ff-4007-8c35-835ae0f31f6d,ACC-82426823,MRK,SELL_SHORT,822,800.56,2025-07-22 10:38:38.026,8.22,16.44
91c4885b-52d4-429a-abd1-5cad8ce0cb44,1f34c850-cc5d-437a-9ffa-a6b9e8d312ec,ACC-48458322,MRK,SELL,68,314.56,2025-07-22 17:39:07.026,0.68,1.36
def55faa-1cd5-45ad-b251-0152b8592c28,0a7d158f-c3f0-4456-bc28-67d0a70eae9a,ACC-87033488,AAPL,BUY_TO_COVER,82,293.39,2025-07-22 14:22:19.026,0.8200000000000001,1.6400000000000001
89fbb9cb-3a87-4efa-b931-8c21c02316c9,b75369d5-2552-4cff-b41f-40b5dd326261,ACC-08807035,AVGO,SELL,815,720.71,2025-07-22 09:00:31.026,8.15,16.3
4369352e-dbd8-4a1d-b3c6-93da85d5557a,3681d09c-a4b6-4dae-86a2-72e3985aa795,ACC-05873660,NVDA,BUY,4452,658.14,2025-07-22 20:07:00.026,44.52,89.04
8eceea83-35b3-4ee7-8461-f882e70937fe,247a26a0-b7dd-44e5-8bf4-ec44da118cd3,ACC-67263246,V,SELL_SHORT,5748,272.57,2025-07-22 03:08:16.026,57.480000000000004,114.96000000000001
f8a765e5-ebb5-4c15-86d4-6e7f8722f02e,117f857b-0224-44ed-acc3-9bffeb842d65,ACC-65674409,WMT,BUY_TO_COVER,965,299.54,2025-07-22 15:26:53.026,9.65,19.3
658e687c-719b-4f7d-bc03-d98addf5d372,a4fd56c8-9808-4447-b7ae-ab4b47edb1ca,ACC-88267327,JPM,BUY,544,443.77,2025-07-21 23:52:19.026,5.44,10.88
72617f35-0419-406a-976a-171452611e91,517ef4a4-bdcd-4a97-99e4-2673473d5242,ACC-64161311,WMT,SELL,297,137.36,2025-07-21 23:56:00.026,2.97,5.94
870d79ce-5186-4fc1-ab2c-2b0c26923096,c7a96f0b-bfa7-45a7-8813-956d4f942e02,ACC-26013036,COST,BUY_TO_COVER,452,790.93,2025-07-22 04:32:14.026,4.5200000000000005,9.040000000000001
2d490ac4-fece-4872-a8e5-5b52b00f719e,57c53321-1437-4b64-9aea-393bd693458e,ACC-62388919,ABT,SELL_SHORT,9542,653.53,2025-07-22 13:46:06.026,95.42,190.84
0b73008a-ead6-4496-a1a5-f4b1c544d1a8,ebbd02ab-8b95-49ce-9a38-e23c94040b2a,ACC-97398341,TXN,BUY,968,509.52,2025-07-22 04:47:27.026,9.68,19.36
56c639f1-cf03-43b9-870c-c460e07de845,0e2f6e7f-13ab-4014-8caf-f5d040e93350,ACC-37921512,V,SELL,470,55.87,2025-07-22 20:55:03.026,4.7,9.4
0d110244-23ff-4122-a233-8e7e74bb6389,68e20a86-e4c7-44cf-a81a-dc8b52987b7f,ACC-37319505,DHR,SELL,281,645.36,2025-07-22 05:09:26.026,2.81,5.62
8b117121-1127-4e40-914f-6efbbab01676,22168e99-1031-45f6-99bd-37e08c3c9708,ACC-71255860,NKE,SELL,204,726.9,2025-07-22 20:53:13.026,2.04,4.08
aaa01bff-6de2-4917-9d23-6b92dfc7ca0b,0b133ee4-1ef3-4911-965a-92d274576dfd,ACC-69910218,AMD,SELL_SHORT,804,264.98,2025-07-22 05:23:51.026,8.040000000000001,16.080000000000002
8762575b-2ab2-4d1a-aa14-3901f999a997,df7cb143-93f8-4cb4-866c-a514df2949f3,ACC-07136629,V,SELL_SHORT,67,417.06,2025-07-22 00:08:51.026,0.67,1.34
1deb61ed-0175-4f61-b823-b69b6fa6317c,cc6885d0-5d16-4694-afb2-b131e2cd4cc0,ACC-47903767,JPM,BUY,638,464.39,2025-07-22 18:57:41.026,6.38,12.76
759f9f85-e532-49f1-b594-54de91a4c8bf,f857ddfa-54de-49b4-a582-e84cb69dedcf,ACC-30277787,PG,SELL_SHORT,192,489.81,2025-07-22 08:15:04.026,1.92,3.84
6643eea3-b0d6-4779-aac8-9a6492a5d5b9,9b6bb679-9aaa-4533-8cc8-fc5ab6120d3c,ACC-62014737,DHR,BUY_TO_COVER,810,358.89,2025-07-22 14:14:28.026,8.1,16.2
6f568418-41bd-4508-bd80-a3fc53efb7bd,332fd3e9-a084-4c42-8dc5-f9cc9dddcc6f,ACC-65674409,NVDA,SELL,3,806.13,2025-07-22 21:05:35.026,0.03,0.06
8f1fa828-8e46-4bce-b34f-e8ba7a073d2b,177a9d92-4be2-476a-ab08-29993048188d,ACC-41655256,PEP,SELL,7624,577.98,2025-07-22 06:01:09.026,76.24,152.48
90ff2b01-029c-46ad-ab67-2733fcb1e387,8c1b36ba-6af7-4e14-ab8a-1fba57f7b3a4,ACC-95299856,ADBE,BUY_TO_COVER,974,225.77,2025-07-22 19:42:13.026,9.74,19.48
45cdac30-ac47-4c19-9e83-427b7b8fb03f,9a422c3a-85fe-48da-b39a-11422137d884,ACC-98045213,ADBE,BUY,4429,803.23,2025-07-22 18:58:25.026,44.29,88.58
9da3d68a-66da-42a1-b740-e9cd759cb40e,a8b395af-ec1c-4807-9f53-f6115655e2c6,ACC-70451641,CRM,BUY,4228,217.88,2025-07-22 07:33:19.026,42.28,84.56
64d4a747-47c5-4b67-99be-a6704d20852e,abf5e14b-3a86-43b9-8fff-5bfecbc48441,ACC-07335742,UNH,BUY_TO_COVER,487,948.72,2025-07-22 13:27:09.026,4.87,9.74
9888a037-d9a3-4895-8937-79c1eca63e53,6a3f8cc7-d803-49eb-b4db-530c527c1b55,ACC-35408647,DHR,BUY,2652,930.64,2025-07-22 17:49:09.026,26.52,53.04
8e52a506-5186-4423-a80c-8fec72db6670,8362d06e-4bd5-4994-b92f-9baaa3fb35e5,ACC-14385829,GOOGL,BUY,62,189.95,2025-07-22 16:50:46.026,0.62,1.24
cc9a0b07-38f6-4093-a91d-ce4116fa6292,c430cbec-6b43-4378-9939-9e71954becb3,ACC-06241847,TMO,SELL_SHORT,494,536.07,2025-07-22 05:52:03.026,4.94,9.88
3b11a0d4-debe-4595-be92-9c5db1c9da7c,07568837-1045-4c43-94aa-168be84bcd1e,ACC-42201682,MRK,SELL_SHORT,47,601.86,2025-07-22 13:59:12.026,0.47000000000000003,0.9400000000000001
d132d53a-c6cc-4cf3-bee0-041481d902ac,81b01e69-980d-4e55-b95a-33c9ff0dd30e,ACC-16422650,HD,SELL,73,988.49,2025-07-22 04:38:59.026,0.73,1.46
9326742e-d9f7-44a6-9169-b8bbb224969d,30512610-c5b6-4315-9852-32f8c4bcbe01,ACC-22311268,MSFT,BUY,392,278.9,2025-07-22 22:36:03.026,3.92,7.84
9f0db53f-7e32-4d27-8317-1f140b3ed874,412beccb-74da-42b3-8e4f-6c0ddf436bbd,ACC-77162964,GOOGL,BUY,159,523.06,2025-07-22 05:09:42.026,1.59,3.18
b077e574-4cdc-4c44-b98a-868cce5cca4d,7b7f1773-153d-4f19-9da1-784e96df6efd,ACC-53794026,AMD,SELL_SHORT,446,288.21,2025-07-22 08:56:57.026,4.46,8.92
22ed1011-afd4-4e85-9ed6-a35169357e8f,79e50bde-944e-40a1-94e8-41bbb045c2a4,ACC-07101979,PG,BUY,826,820.57,2025-07-21 23:07:07.026,8.26,16.52
b7b14da7-1eb6-482c-ba8d-914008bbadc5,c2e84688-cf42-47da-be7b-bb25447d3556,ACC-03597578,JPM,BUY,382,96.22,2025-07-22 16:39:41.026,3.8200000000000003,7.640000000000001
d96164f9-3cd0-4d1c-bfea-792e93395930,b1c1fc17-5726-4029-8bb5-e887d839d177,ACC-22957570,NVDA,SELL,443,659.75,2025-07-22 12:58:09.026,4.43,8.86
0e51de5b-9214-4b61-a07b-3025e846d4fc,f4a2cb5e-3492-4c46-8190-27e79dccd97c,ACC-46892422,DHR,BUY_TO_COVER,786,287.48,2025-07-22 22:13:52.026,7.86,15.72
0f521a10-e032-4470-866b-e5bbb9c5a0e4,50ea5ad9-3b26-44d0-8c35-e07d68cd999d,ACC-98327253,ABBV,BUY_TO_COVER,1,399.18,2025-07-22 07:54:31.026,0.01,0.02
68e69b51-3a1a-4406-b8b8-3f274b21a0c4,0e487f83-371f-4175-8b37-06df55a5b577,ACC-62014737,UNH,BUY_TO_COVER,612,387.34,2025-07-22 03:19:36.026,6.12,12.24
29664b1d-a5f1-4bef-bde7-8c5e99f234a1,f77013f5-34bb-4960-95d8-8e592eec5495,ACC-03883139,ABT,BUY_TO_COVER,577,391.16,2025-07-22 02:22:31.026,5.7700000000000005,11.540000000000001
af30617b-4c1f-4fd3-bd70-9036113f558c,b0f7a560-af47-49cf-945e-8d7fb0f0c633,ACC-10913618,BAC,SELL,748,9.04,2025-07-22 09:49:58.026,7.48,14.96
826d46aa-f9f9-4e7c-8836-798c6d27fe56,f036e9b5-e75f-40ae-90e3-c4912d9055ba,ACC-85434153,ACN,SELL,309,180.9,2025-07-22 01:53:50.026,3.09,6.18
e10f2e0d-6041-4bc7-9077-2e2fce854aa6,4cf83357-c701-44a1-863a-b8f2866c545a,ACC-66734433,CSCO,BUY,80,518.97,2025-07-22 06:28:23.026,0.8,1.6
6bf7375e-b155-4ce0-9ee6-14d137c1b8aa,1511ed04-30ad-493c-aec4-5dff265da08a,ACC-03072213,BAC,SELL,395,547.23,2025-07-22 12:27:12.026,3.95,7.9
edd00539-8ef6-42c8-b0e1-554b0e23b302,1fec5fc5-194e-4f19-9fbf-32fde4ad59d3,ACC-55845189,AMD,BUY,622,430.89,2025-07-22 18:51:17.026,6.22,12.44
9e501158-62ad-4ed6-a46d-147826f3003b,0589933d-2b5b-4599-bb71-fda1e7538893,ACC-28887042,MA,BUY_TO_COVER,201,970.45,2025-07-22 16:35:02.026,2.0100000000000002,4.0200000000000005
f90db07d-066f-4631-ae94-d5dbca7b1d0a,bfad79cc-8cc8-4451-8e47-912ead3fa5b6,ACC-87387990,LLY,SELL,436,228.05,2025-07-22 07:08:11.026,4.36,8.72
1988486e-7dd0-462d-a658-c14e5375be78,31958e8a-5f44-4b0c-a7d6-5370d1e51e9e,ACC-33726037,AAPL,BUY_TO_COVER,311,311.11,2025-07-22 22:08:53.026,3.11,6.22
8fa2274d-86f5-4986-8513-fb1fd6c815e7,c464aaf0-d766-4a05-b3a0-b6cd93c33b65,ACC-22507034,MRK,SELL_SHORT,7249,666.82,2025-07-21 23:19:24.026,72.49,144.98
36bd5f32-bca5-427d-998b-6f99842177eb,a9ff0ff5-32ab-4685-84ba-b1b500fe2ad2,ACC-25714163,ABT,BUY,374,580.99,2025-07-22 13:02:42.026,3.74,7.48
fffc83e9-dbe6-4306-9b3c-583014188bf7,3e9648ab-5d46-4f8a-b43c-c96f3e1f286b,ACC-41279853,KO,SELL,369,748.04,2025-07-22 20:58:32.026,3.69,7.38
f1d35a10-1206-4b68-a6eb-1f83cb6eb004,dab5dbe5-70a0-4f08-bdf9-31bf9d3e9276,ACC-35063605,PG,SELL,748,102.42,2025-07-22 21:36:18.026,7.48,14.96
f38b9ffb-c72b-44eb-8b28-37cd1ab3ae7e,375d0ed3-4275-4488-b99b-8e0d911dd35c,ACC-45862520,TXN,BUY,578,315.83,2025-07-22 18:43:24.026,5.78,11.56
165d7661-0686-4904-aaec-bb1c2e3bb267,1a5694a7-72fd-4650-bf4b-bf6b7b756953,ACC-64505034,KO,SELL_SHORT,38,811.46,2025-07-22 00:36:02.026,0.38,0.76
7222fcb9-0c6a-4878-8e8b-5427a7080c2b,e574cc25-3b10-467d-ba50-b9ad24c1d43f,ACC-69063410,WMT,BUY_TO_COVER,918,466.26,2025-07-22 08:59:13.026,9.18,18.36
0d77c0b7-8763-4504-b8a0-af70cbc59ccc,fa421c99-48f7-4417-ada3-c0ef1605c6d3,ACC-75540353,MSFT,BUY,1163,293.28,2025-07-22 03:58:07.026,11.63,23.26
505e1bd2-5bb6-4348-8ba6-1e290ac66037,e48c04dc-9c04-431e-9b81-7e46e0bd2cae,ACC-75135433,CVX,SELL_SHORT,717,256.01,2025-07-22 14:33:18.026,7.17,14.34
2ff376db-c508-4f2b-900a-e4ca47a63249,a3030341-59b2-4afc-b6a3-8e42d38897be,ACC-92080192,TXN,SELL,4157,268.87,2025-07-22 19:25:08.026,41.57,83.14
d86faf49-98c1-4d82-811c-212af5d92af2,185314f8-a2a1-48ba-929b-768424bce9b4,ACC-34749944,DHR,SELL,2130,810.82,2025-07-22 02:08:27.026,21.3,42.6
584db3d5-cf41-4eb2-bf81-9f5d201e94a5,ecc0b58b-0eb5-4ed7-93c6-797780d32fee,ACC-18108421,LLY,SELL,4335,302.75,2025-07-22 21:37:32.026,43.35,86.7
